"FirstAuthor","YearOfPublication","StudyName","StudyDesign","StudyDesignGroup","Exposure","SpecificExposure","IfExposureIsCategoricalReferenceGroup","IfExposureIsCategoricalComparisonGroups","ExposureCutoff","ExposureGroup","ToReverseReferenceGroup","CodeLargerComparisonGroup","LargerComparisonGroup","Outcome","SpecificOutcome","OutcomeSubgroup","OutcomeGroup","SpecficOutcomeGroup","AgeAtOutcomeGroup","AgeAtOutcome","DiseaseRisk","DiseaseRiskGroup","OverallRiskOfBias","OverallRisk","RiskOfBiasDueToPotentialConflictOfInterest","RiskOfBiasDueToPotentialConflictOfInterestGroup","NumberExposedInCases","NoNonExposedInCases","NumberExposedInControls","NumberNonExposedInControls","EffectMeasureAssociation(OrHrMeanDifference(B))","EffectSize","95%Cl(Lower)","95%Cl(Upper)","Pvalue","OtherInformationUnadjustedAnalysis","EffectMeasureAssociation(OrHrMeanDifference(B))","AdjEffectSize","Adj95%Cl(Lower)","Adj95%Cl(Upper)","AdjPValue","OtherInformationAdjustedAnalysis","same as column z . AR CAN BE REMOVED","FinalEffect","UnadjInOr(RawNumbersOrUnadjOrRrHr)","Unadjse(InOr)(RawNumbersOrUnadjOrRrHr)","AdjInOrOriginal","AdjSe(InOr)","FinalInOrOriginal","FinalSe(InOr)","UnadjInOr","AdjInOr","FinalInOr"
"Strotmeyer","2004","Strotmeyer  E. S.","case control","retrospective","BF present/absent","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","9.7","normal","low/normal","Unclear","Other","Low","Low","222.95","22.05","218.64","21.36","","","","","","","","","","","","NS in multivariate analysis","Low","OR","-0.01","0.32","","","-0.01","0.32","-0.01","","-0.01"
"Tenconi","2007","Tenconi  M. T.","case control","retrospective","Solid food introduction","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","15.5","normal","low/normal","Unclear","Other","Low","Low","","","","","OR","0.769230769","0.4784689","1.234567901","0.273","","OR","0.546448087","0.323624595","0.925925926","0.023","","Low","OR","-0.26","0.24","-0.6","0.27","-0.6","0.27","-0.26","-0.6","-0.6"
"Virtanen","1992","Childhood Diabetes in Finland","case control","retrospective","","TBF","0-2","2+","2","1to2","2",">=2",">=2","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","7TO14","normal","low/normal","Low","Low","Low","Low","","","","","","","","","","","OR","0.64","0.42","0.98","","","Low","OR","","","-0.45","0.22","-0.45","0.22","","-0.45","-0.45"
"Virtanen","1992","Childhood Diabetes in Finland","case control","retrospective","","TBF","0-3","3+","3","3to4","2",">=3",">=3","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","7TO14","normal","low/normal","Low","Low","Low","Low","","","","","","","","","","","OR","0.67","0.48","0.95","","","Low","OR","","","-0.4","0.18","-0.4","0.18","","-0.4","-0.4"
"Visalli","2003","EURODIAB Italy","case control","retrospective","Exclusive BF duration","TBF","0-3","3+","3","3to4","2",">=3",">=3","DM","T1DM diagnosis using WHO criteria","TIDM","autoim","TIDM","auto","7TO14","normal","low/normal","Unclear","Other","Low","Low","","","","","","","","","","","OR","0.471698113","0.306748466","0.724637681","","","Low","OR","","","-0.75","0.22","-0.75","0.22","","-0.75","-0.75"
"Borras","2011","Borras  V.","case control","retrospective","BF present/absent","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","T1DM diagnosis using WHO criteria","TIDM","autoim","TIDM","auto","<10","normal","low/normal","High","Other","Low","Low","245","61","980","244","OR","1","0.73","1.36","","","","","","","","","Low","OR","0","0.16","","","0","0.16","0","","0"
"Esfarjani","2001","Esfarjani  F.","case control","retrospective","BF present/absent","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<14","normal","low/normal","High","Other","Low","Low","43","9","40","12","OR","1.433333333","","","","","","","","","","","Low","OR","0.36","0.49","","","0.36","0.49","0.36","","0.36"
"Soltesz","1994","Hungarian Childhood Diabetes Epidemiology Study Group (part of EUROBIAB/DIAMOND)","case control","retrospective","","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<14","normal","low/normal","High","Other","Low","Low","","21","","16","OR","0.568181818","0.293255132","1.098901099","0.09","","","","","","","wrong confounding risk of bias- high risk is correct ","Low","OR","-0.57","0.34","","","-0.57","0.34","-0.57","","-0.57"
"Bodington","1994","Bodington  M. J. ","case control","retrospective","","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<15","normal","low/normal","High","Other","Low","Low","95","85","96","86","OR","1.020408163","0.680272109","1.538461538","","","","","","","","","Low","OR","0.02","0.21","","","0.02","0.21","0.02","","0.02"
"Malcova","2006","Malcova  H.","case control","retrospective","Total BF duration","TBF","0","1.0-3.0","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<15","normal","low/normal","High","Other","Low","Low","268","79","471","113","OR","0.81300813","0.588235294","1.123595506","","","OR","0.518134715","0.357142857","0.751879699","","","Low","OR","-0.21","0.17","-0.66","0.19","-0.66","0.19","-0.21","-0.66","-0.66"
"Perez-Bravo","1996","Perez-Bravo","case control","retrospective","Total BF duration","TBF","0","0+","0","0","2",">0",">0","DM","Medical diagnosis ","TIDM","autoim","TIDM","auto","<15","normal","low/normal","High","Other","Low","Low","70","10","81","4","","","","","","","","","","","","","Low","OR","-1.06","0.61","","","-1.06","0.61","-1.06","","-1.06"
"Samuelsson","1993","Samuelsson  U.","case control","retrospective","Total BF duration","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<15","normal","low/normal","High","Other","Low","Low","260","30","674","81","OR","1.041543027","","","","","","","","","","wrong confounding risk of bias- it should be high","Low","OR","0.04","0.23","","","0.04","0.23","0.04","","0.04"
"Malcova","2006","Malcova  H.","case control","retrospective","Total BF duration","TBF","1.0-3.0","12+","3","3to4","2","long",">=12","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<15","normal","low/normal","High","Other","Low","Low","30","708","88","1268","OR","0.6","0.39","0.93","","","OR","0.42","0.22","0.81","","","Low","OR","-0.51","0.22","-0.87","0.34","-0.87","0.34","-0.51","-0.87","-0.87"
"Patterson","1994","Patterson  C. C.","case control","retrospective","BF at 2 wk","TBF","0-0.5","0.5","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<15","normal","low/normal","Unclear","Other","Low","Low","64","186","327","895","OR","0.93","0.67","1.28","","","OR","0.76","0.54","1.07","","","Low","OR","-0.07","0.16","-0.27","0.17","-0.27","0.17","-0.07","-0.27","-0.27"
"Robertson","2010","Robertson  L.","case control","retrospective","BF at discharge","TBF","Not BF at discharge","BF at discharge","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<15","normal","low/normal","Unclear","Other","Low","Low","32","23","90","80","OR","1.27","0.67","2.42","","","OR","1.62","0.77","3.44","","","Low","OR","0.24","0.33","0.48","0.38","0.48","0.38","0.24","0.48","0.48"
"Dahlquist","2002","EURODIAB Substudy 2 Study Grp Austria  Latvia  Lithuania  Luxembourg and UK","case control","retrospective","BF present/absent","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<15","normal","low/normal","Unclear","Other","Low","Low","","","","","","","","","","","OR","0.75","0.58","0.96","","","Low","OR","","","-0.29","0.13","-0.29","0.13","","-0.29","-0.29"
"Marshall","2004","Marshall  A. L.","case control","retrospective","Total BF duration","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<16","normal","low/normal","High","Other","Low","Low","0.59","","0.64","","OR","0.702","0.485","1.02","","","","","","","","only CM was remained in multivariated analyses : Those variables that were significant atthe 5% level or were borderline significant were considered ascandidates for inclusion in the multivariate model. Variableswere added using forward selection and included if there addi-tion was significant at the 5% level. - ","Low","OR","-0.35","0.19","","","-0.35","0.19","-0.35","","-0.35"
"McKinney","1999","McKinney  P. A.","case control","retrospective","BF present/absent","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<16","normal","low/normal","Unclear","Other","Low","Low","73","123","151","174","OR","0.65","0.45","0.94","","","OR","0.6","0.41","0.89","","","Low","OR","-0.43","0.19","-0.51","0.2","-0.51","0.2","-0.43","-0.51","-0.51"
"Sipetic","2005","Sipetic  S.","case control","retrospective","Exclusive BF duration","TBF","0-4","4+","4","3to4","2",">=4",">=4","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<16","normal","low/normal","Unclear","Other","Low","Low","0.371","","0.552","","OR","0.4784689","0.769230769","0.297619048","","","","","","","","NS in multivariate analysis","Low","OR","-0.74","0.48","","","-0.74","0.48","-0.74","","-0.74"
"Meloni","1997","Meloni  T.","case control","retrospective","BF present/absent","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<17","normal","low/normal","Unclear","Other","Low","Low","84","16","70","30","","","","","","","OR","2.43902439","1.098901099","5.263157895","","","Low","OR","0.81","0.35","0.89","0.39","0.89","0.39","0.81","0.89","0.89"
"Siemiatycki","1989","Siemiatycki  J.","case control","retrospective","Exclusive BF duration","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<17","normal","low/normal","Unclear","Other","Low","Low","215","","116","","OR","0.769230769","0.476190476","1.25","","","OR","0.833333333","0.4","1.666666667","","","Low","OR","-0.26","0.25","-0.18","0.35","-0.18","0.35","-0.26","-0.18","-0.18"
"Mayer","1988","COLORADO DIABETES REGISTRY","case control","retrospective","Total BF duration","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<18","normal","low/normal","High","Other","Low","Low","134","134","299","180","OR","0.6","0.45","0.82","","","OR","0.7","0.5","0.97","0.03","","Low","OR","-0.51","0.16","-0.36","0.17","-0.36","0.17","-0.51","-0.36","-0.36"
"Gimeno","1997","Gimeno  S. D.","case control","retrospective","Total BF duration","TBF","Not breast fed","Breast fed","0","0","2",">0",">0","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<18","normal","low/normal","Unclear","Other","Low","Low","","","","","","","","","","","OR","0.436681223","0.23364486","0.819672131","","","Low","OR","","","-0.83","0.32","-0.83","0.32","","-0.83","-0.83"
"Rosenbauer","2008","Rosenbauer  J.","case control","retrospective","Total BF duration","TBF","0-0.5","5+","0","0","2","medium",">=5","DM","Medical diagnosis","TIDM","autoim","TIDM","auto","<5","normal","low/normal","High","Other","Low","Low","253","214","792","380","OR","0.57","0.45","0.72","<0.001","","OR","0.71","0.54","0.93","0.012","","Low","OR","-0.56","0.12","-0.34","0.14","-0.34","0.14","-0.56","-0.34","-0.34"
"Majeed","2011","Majeed","case control","retrospective","Total BF duration","TBF","0-6","6+","6","5to7","2",">=6",">=6","TIDM","Medical diagnosis","TIDM","autoim","TIDM","auto","18 mths - 17yrs","normal","low/normal","Unclear","Other","Low","Low","55","10","243","2","OR","0.04526749","","","","","","","","","NS","","Low","OR","-3.1","0.79","","","-3.1","0.79","-3.1","","-3.1"
"Ahabi","2011","Ahadi  M. ","","retrospective","Total BF duration","TBF","0-6","6+","6","5to7","2",">=6",">=6","DM","T1DM diagnosis using WHO criteria","TIDM","autoim","TIDM","auto","6.7","normal","low/normal","Unclear","Other","Low","Low","78","23","90","11","OR","0.414492754","","","0.03","","","","","","","Univariable and multivariable conditional logisticregression methods were also performed. Variableswhich were related to diabetes at significance level ofp value < 0.1 in univariable analysis were entered intothe multivariable analysis. The level p < 0.05 was con-sidered as the cut-off value for significance.","Low","OR","-0.88","0.4","","","-0.88","0.4","-0.88","","-0.88"
"Mason","1995","Mason","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","JRA","polyarticular onset","","autoim","JRA-polyarticular ","auto","6","normal","low/normal","High","Other","Low","Low","10","14","18","15","OR","0.6","0.21","1.7","<0.001","","OR","","","","","","Low","OR","-0.51","0.53","","","-0.51","0.53","-0.51","","-0.51"
"Mason","1995","Mason","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","JRA","pauciarticular onset","","autoim","JRA-pauciarticular ","auto","6","normal","low/normal","High","Other","Low","Low","10","18","27","15","OR","0.31","0.2","0.93","<0.001","","OR","","","","","","Low","OR","-1.17","0.56","","","-1.17","0.56","-1.17","","-1.17"
"Mason","1995","Mason","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","JRA","","","autoim","JRA","auto","6","normal","low/normal","High","Other","Low","Low","20","34","47","32","OR","0.4","0.2","0.81","<0.001","","OR","","","","","","Low","OR","-0.92","0.36","","","-0.92","0.36","-0.92","","-0.92"
"Ellis","2012","CLARITY","case control","retrospective","Total BF duration","TBF","0","0+","0","0","2",">0",">0","Juvenile idiopathic arthritis","Juvenile idiopathic arthritis","","autoim","JRA","auto","<18","normal","low/normal","High","Other","Low","Low","197","31","369","85","OR","","","","","","OR  ","0.86","0.39","1.89","","","Low","OR","0.38","0.23","-0.15","0.4","-0.15","0.4","0.38","-0.15","-0.15"
"Sonntag","2007","Sonntag  B.","CASE CONTROL","retrospective","Ever breastfed","TBF","never ","ever","0","0","2",">0",">0","IBD","Ulcerative colitis","","autoim","IBD-UC","auto","40","normal","low/normal","High","Other","Low","Low","","","","","OR","1.015","0.812","1.267","","withoutsignificant differences in the duration of breastfeeding be-tween groups.","OR","","","","","","Low","OR","0.01","0.11","","","0.01","0.11","0.01","","0.01"
"Corrao","1997","GISC","CASE CONTROL","retrospective","Ever breastfed","TBF","ever","never","0","0","1",">0",">0","IBD","Ulcerative colitis","","autoim","IBD-UC","auto","18-65","normal","low/normal","Unclear","Other","Low","Low","111","483","81","513","OR","","","","","","OR","1.5","1.1","2.1","","","Low","OR","0.38","0.16","0.41","0.17","0.41","0.17","-0.38","-0.41","-0.41"
"Koletzko","1991","Koletzko  S. ","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","IBD","Ulcerative colitis","","autoim","IBD-UC","auto","15","normal","low/normal","Low","Low","Low","Low","","","","","OR","","","","","","OR","1.7","0.77","3.65","0.19","Duration of exclusive breastfeeding  total length of breast feeding  and age atintroduction of solid foods did not differ betweenchildren with ulcerative colitis and their siblings.","Low","OR","","","0.53","0.39","0.53","0.39","","0.53","0.53"
"Hansen","2011","Hansen","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","IBD","Ulcerative colitis","","autoim","IBD-UC","auto","38","normal","low/normal","High","Other","Low","Low","","","","","OR","0.7","0.27","1.84","<0.05","","OR","0.7","0.27","1.84","","Adjusted estimates arementioned in the text only if differing from unadjustedestimates.","Low","OR","-0.36","0.49","-0.36","0.49","-0.36","0.49","-0.36","-0.36","-0.36"
"Hansen","2011","Hansen","CASE CONTROL","retrospective","Total duration of breastfeeding","TBF","?6",">6","6","5to7","2",">=6",">=6","IBD","Ulcerative colitis","","autoim","IBD-UC","auto","38","normal","low/normal","High","Other","Low","Low","","","","","OR","0.4","0.13","1.28","<0.05","","OR","0.4","0.13","1.28","","Adjusted estimates arementioned in the text only if differing from unadjustedestimates.","Low","OR","-0.92","0.59","-0.92","0.59","-0.92","0.59","-0.92","-0.92","-0.92"
"Wang","2013","Wang  Y. F.  CHINA","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","IBD","Ulcerative colitis","","autoim","IBD-UC","auto","<70","normal","low/normal","Unclear","Other","Low","Low","608.22","699.78","699.78","608.22","OR","1.08","0.79","1.477","0.628","","OR","","","","","","Low","OR","0.08","0.16","","","0.08","0.16","0.08","","0.08"
"Gearry","2010","Canterbury Inflammatory Bowel Disease Project.","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","IBD","Ulcerative colitis","","autoim","IBD-UC","auto",">20 ","normal","low/normal","High","Other","Low","Low","","","","","OR","","","","","","OR","0.71","0.52","0.96","","","Low","OR","","","-0.34","0.15","-0.34","0.15","","-0.34","-0.34"
"Castiglione","2011","Castiglione","CASE CONTROL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","IBD","Ulcerarive colitis","","autoim","IBD-UC","auto","16-66","normal","low/normal","High","Other","Low","Low","416","111","419","143","OR","1.27","0.96","1.69","<0.05","","OR","","","","","","Low","OR","0.24","0.15","","","0.24","0.15","0.24","","0.24"
"Sonntag","2007","Sonntag  B.","CASE CONTROL","retrospective","Ever breastfed","TBF","never ","ever","0","0","2",">0",">0","IBD","Crohn?s disease","","autoim","IBD-CRD","auto","40","normal","low/normal","High","Other","Low","Low","","","","","OR","0.831","0.68","1.015","","withoutsignificant differences in the duration of breastfeeding be-tween groups.","OR","","","","","","Low","OR","-0.19","0.1","","","-0.19","0.1","-0.19","","-0.19"
"Corrao","1997","GISC","CASE CONTROL","retrospective","Ever breastfed","TBF","ever","never","0","0","1",">0",">0","IBD","Crohn?s disease","","autoim","IBD-CRD","auto","18-65","normal","low/normal","Unclear","Other","Low","Low","42","183","30","195","OR","","","","","","OR","1.9","1.1","3.3","","","Low","OR","0.4","0.26","0.64","0.28","0.64","0.28","-0.4","-0.64","-0.64"
